url,type,error_message
https://discoverafricanews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://discoverafricanews.com/contact-us/', 'Contact Us') 
=> base_url == https://discoverafricanews.com/"
https://khlaasa.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.almontasaf.net//rss.php', 'المنتصف نت') 
=> base_url == https://khlaasa.net/"
https://fajr.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://fajr.ma/category/%d8%a7%d8%b9%d9%85%d8%a7%d9%84/)
=> contact_link_inf = ('https://fajr.ma/category/%d8%a7%d8%b9%d9%85%d8%a7%d9%84/', 'اعمال'))"
https://www.continentalnews.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.continentalnews.ma/)"
https://aljadidnews.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#6', 'ركن العدالة') 
=> base_url == https://aljadidnews.ma/"
https://aljadidnews.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#6', 'ركن العدالة') 
=> base_url == https://aljadidnews.ma/"
https://www.journaleco.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.journaleco.ma/', 'Journaleco - journaleco.ma') 
=> base_url == https://www.journaleco.ma/"
https://www.surleterrain.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#tab-1144165669', 'La rédaction') 
=> base_url == https://www.surleterrain.net/"
https://www.piaafrica.com/fr,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/pia_africa', 'Nous suivre') 
=> base_url == https://www.piaafrica.com/fr"
https://www.medi1news.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.medi1news.com/ar/news-list/invite-redaction/ضيف التحرير', 'ضيف التحرير') 
=> base_url == https://www.medi1news.com/"
https://www.medi1news.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.medi1tv.com/ar/contact', 'اتصل بنا') 
=> base_url == https://www.medi1news.com/"
https://news.lia.ci/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('wp-login.php?action=register', ""Vous n'avez pas de compte?""))"
https://sahelpress.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://sahelpress.com/%d8%a7%d8%aa%d8%b5%d9%84-%d8%a8%d9%86%d8%a7/', 'اتصل بنا'))"
https://sahelpress.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://coalma.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://coalma.ma/accueil/a-propos/contacter-coalma/', 'CONTACT'))"
https://akhbaralmohajir.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://akhbaralmohajir.com/?page_id=2389', 'اتصل بنا'))"
https://akhbaralmohajir.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://alalam24.press.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://sawahnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/sawahpress', '0متابعون') 
=> base_url == https://sawahnews.com/"
https://sawtouma.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://sawtouma.com/)"
https://sawahnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://youtube.com/channel/UCk2FMHs8HTTBJJvF08edmLA', '0متابعون') 
=> base_url == https://sawahnews.com/"
https://sawahnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://vimeo.com/channels/sawahpressofficial', '0متابعون') 
=> base_url == https://sawahnews.com/"
https://www.osoulmisrmagazine.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://osoulmisrmagazine.com/339682', 'اتصل بنا'))"
https://khmissa.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://khmissa.ma/)"
https://snrtnews.com/,Warning,"==>>> Warning : contact link not found => contact_link == ('/hashtag/khdmat', 'خدمات') 
=> base_url == https://snrtnews.com/"
https://snrtnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/hashtag/khdmat', 'خدمات') 
=> base_url == https://snrtnews.com/"
https://snrtnews.com/,Warning,"==>>> Warning : contact link not found => contact_link == ('/qui-somme-nous', 'من نحن') 
=> base_url == https://snrtnews.com/"
https://snrtnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/qui-somme-nous', 'من نحن') 
=> base_url == https://snrtnews.com/"
https://snrtnews.com/,Warning,"==>>> Warning : contact link not found => contact_link == ('/contact', 'تواصل معنا') 
=> base_url == https://snrtnews.com/"
https://snrtnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/contact', 'تواصل معنا') 
=> base_url == https://snrtnews.com/"
http://smara24.info/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#74cbf30f-popular', 'POPULaR') 
=> base_url == http://smara24.info/"
https://www.mondialnews.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.mondialnews.com/)"
https://businessnewsafrica.net/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://businessnewsafrica.net/author/editeur-bna/', 'La Rédaction'))"
https://businessnewsafrica.net/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://syyaha.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://syyaha.com/contact)
=> contact_link_inf = ('https://syyaha.com/contact', 'اتصل بنا'))"
https://taroudantalaan.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://taroudantalaan.ma/#google_vignette)
=> contact_link_inf = ('https://taroudantalaan.ma/%d9%84%d9%84%d9%86%d8%b4%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%85%d9%88%d9%82%d8%b9/', 'للنشر في الموقع'))"
https://www.africanleadershipmagazine.co.uk/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.africanleadershipmagazine.co.uk/)"
https://www.alousboue.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/alousboue', 'لينكدإن') 
=> base_url == https://www.alousboue.ma/"
https://www.alousboue.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/alousboue', 'لينكدإن') 
=> base_url == https://www.alousboue.ma/"
https://www.alousboue.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/alousboue', 'لينكدإن') 
=> base_url == https://www.alousboue.ma/"
https://www.aljihatv.ma/cgi-sys/suspendedpage.cgi,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:webmaster@aljihatv.ma', 'Contact your hosting provider') 
=> base_url == https://www.aljihatv.ma/cgi-sys/suspendedpage.cgi"
https://ognnews.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#collapseExample2', 'Advertise') 
=> base_url == https://ognnews.com/"
https://uptv.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://uptv.ma/)"
https://fenana.achtari24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://fenana.achtari24.com/category/tech/gear', 'معدات') 
=> base_url == https://fenana.achtari24.com/"
https://hounasahara.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://hounasahara.net/author/sidi/', 'هيئة التحرير') 
=> base_url == https://hounasahara.net/"
https://www.flach24.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.flach24.com/archives/author/khoulani', 'هيئة التحرير'))"
https://www.flach24.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.alamssar.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://iktissadkom.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'مال و أعمال') 
=> base_url == https://iktissadkom.ma/"
https://media7tv.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://media7tv.com/%d8%ad%d9%88%d9%84/', 'فريق العمل'))"
https://media7tv.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.mtvplus.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.mtvplus.ma/)"
https://mapparite.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://mapparite.ma/wp-content/uploads/2020/10/Statut.pdf', 'Qui sommes-nous?') 
=> base_url == https://mapparite.ma/"
https://mapparite.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://mapparite.ma/wp-content/uploads/2020/10/Statut.pdf', 'Qui sommes-nous?') 
=> base_url == https://mapparite.ma/"
https://www.eljihawya.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.eljihawya.ma/)"
https://iktissadkom.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://iktissadkom.ma/liste/mal-wa-aamal)
=> contact_link_inf = ('/liste/mal-wa-aamal', 'مال واعمال'))"
https://iktissadkom.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://iktissadkom.ma/liste/mal-wa-aamal)
=> contact_link_inf = ('/liste/mal-wa-aamal', 'مال واعمال'))"
https://www.taalime.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.taalime.com/', 'الإمتحان المهني') 
=> base_url == https://www.taalime.com/"
https://planeteverte.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://planeteverte.ma/%d9%85%d8%a7%d9%84-%d9%88-%d8%a3%d8%b9%d9%85%d8%a7%d9%84', 'مال و أعمال'))"
https://planeteverte.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.casapost.net/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('http://', 'من نحن'))"
https://www.casapost.net/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('http://', 'اتصل بنا'))"
https://www.casapost.net/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('http://', 'اعلن معنا'))"
https://medmarmedia.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://ma.linkedin.com/company/medmarmaroc', 'لينكدإن') 
=> base_url == https://medmarmedia.com/"
https://www.orientmaroc.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.orientmaroc.com/)"
https://medmarmedia.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://ma.linkedin.com/company/medmarmaroc', 'لينكدإن') 
=> base_url == https://medmarmedia.com/"
https://sportpro.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://sportpro.ma/ils-nous-ont-quitte-en-2021/', 'Ils nous ont quitté en 2021…'))"
https://sportpro.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://mogadorinfos.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://mogadorinfos.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86/', 'من نحن'))"
https://mogadorinfos.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://medmarmedia.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://medmarmedia.com/)
=> contact_link_inf = ('https://ma.linkedin.com/company/medmarmaroc', 'لينكدإن'))"
https://medmarmedia.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://ma.linkedin.com/company/medmarmaroc', 'لينكدإن') 
=> base_url == https://medmarmedia.com/"
https://www.piaafrica.com/fr,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/pia_africa', 'Nous suivre') 
=> base_url == https://www.piaafrica.com/fr"
https://ma.lapresse.it/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.lapresse.it/', 'LaPresse') 
=> base_url == https://ma.lapresse.it/"
https://journal24.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://journal24.ma/%d9%85%d9%86-%d9%86%d8%ad%d9%86/', 'من نحن'))"
https://journal24.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://tanwer.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://tanwer.ma/%d8%a7%d9%86%d8%b6%d9%85-%d9%84%d9%86%d8%a7/', 'للنشر في تنوير'))"
https://tanwer.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://lapresse24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://lapresse24.com/', 'La presse 24 La presse') 
=> base_url == https://lapresse24.com/"
https://www.alitihad.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.alitihad.ma/2021/09/2018-2019-2019.html', 'من نحن') 
=> base_url == https://www.alitihad.ma/"
https://www.alitihad.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:t-master@email.com', 'للإتصال بنا : journalistmt@gmail.com') 
=> base_url == https://www.alitihad.ma/"
https://www.alitihad.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:journalistmt@gmail.com', 'إتصل بنا') 
=> base_url == https://www.alitihad.ma/"
https://alamriyadi.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('//www.instagram.com/alamariyadi/', 'تابعونا') 
=> base_url == https://alamriyadi.com/"
https://alamriyadi.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('contact/', 'للإتصال') 
=> base_url == https://alamriyadi.com/"
https://maroc24.info/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://bladna24.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://festv1.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://festv1.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86/)
=> contact_link_inf = ('https://festv1.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86/', 'من نحن'))"
https://festv1.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://albahr.info/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://albahr.info/)"
https://ma3akom.ma/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://ma3akom.ma/)"
https://www.blazwaktv.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.blazwaktv.com/%d8%ad%d9%88%d9%84/', 'من نحن'))"
https://www.blazwaktv.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://alyoum7.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/Alyoum7ma', '0متابعون') 
=> base_url == https://alyoum7.ma/"
https://alyoum7.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://youtube.com/channel/UCGe_i-8hcn-upxfTI8N9_hg', '0متابعون') 
=> base_url == https://alyoum7.ma/"
https://alyoum7.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://instagram.com/alyoum7ma', '0متابعون') 
=> base_url == https://alyoum7.ma/"
https://campustv.ma/ar/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://campustv.ma/ar/)"
https://www.africa50.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/our-company/', 'About Us') 
=> base_url == https://www.africa50.com/"
https://www.africa50.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.liquidlight.co.uk', 'Web design agency') 
=> base_url == https://www.africa50.com/"
https://www.asharqbusiness.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/platforms', 'منصاتنا') 
=> base_url == https://www.asharqbusiness.com/"
https://cliqnews.net/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#tab4', 'العلامات') 
=> base_url == https://cliqnews.net/"
https://elmassae24.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjE2NDYiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D', 'من نحن') 
=> base_url == https://elmassae24.ma/"
https://elmassae24.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjE2NDYiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D', 'من نحن') 
=> base_url == https://elmassae24.ma/"
https://elmassae24.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://elmassae24.ma/للنشر-في-المساء-24/', 'للنشر في المساء 24') 
=> base_url == https://elmassae24.ma/"
https://elmassae24.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://elmassae24.ma/للنشر-في-المساء-24/', 'للإشهار') 
=> base_url == https://elmassae24.ma/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://sahraoui24.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sahraoui24.com/archives/author/admin', 'فريق التحرير') 
=> base_url == https://sahraoui24.com/"
https://ljarida.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.facebook.com/105529291974942', '0المتابعون') 
=> base_url == https://ljarida.com/"
https://greenfue.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84.%D8%A7%D9%84%D8%A3%D8%AE%D8%B6%D8%B1.green.future/', 'لينكدإن') 
=> base_url == https://greenfue.com/"
https://greenfue.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84.%D8%A7%D9%84%D8%A3%D8%AE%D8%B6%D8%B1.green.future/', 'لينكدإن') 
=> base_url == https://greenfue.com/"
https://www.almijharpress.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.almijharpress.com/', 'الخط التحريري') 
=> base_url == https://www.almijharpress.com/"
https://greenfue.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.linkedin.com/company/%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84.%D8%A7%D9%84%D8%A3%D8%AE%D8%B6%D8%B1.green.future/', 'لينكدإن') 
=> base_url == https://greenfue.com/"
https://www.almijharpress.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://www.almijharpress.com/', 'للإعلان لدينا') 
=> base_url == https://www.almijharpress.com/"
https://arqam.news/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('/about-us', 'من نحن'))"
https://arqam.news/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://tanja12.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://tanja12.com/)"
https://eltaameer.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://eltaameer.com/)"
https://www.lesbonnesondes.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto:contact@lesbonnesondes.ma?subject=contact depuis lesbonnesondes.ma', 'Nous contacter : contact[at]lesbonnesondes.ma') 
=> base_url == https://www.lesbonnesondes.ma/"
https://www.lodj.info/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.lodj.info/%D8%A7%D9%84%D9%85%D9%8A%D8%AB%D8%A7%D9%82-%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D9%8A-%D9%84%D9%84%D9%85%D9%88%D9%82%D8%B9_a256.html)
=> contact_link_inf = ('/الميثاق-التحريري-للموقع_a256.html', 'الميثاق التحريري للموقع'))"
https://nissaa.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://nissaa.ma/%d8%a7%d9%84%d8%a7%d8%b4%d8%aa%d8%b1%d8%a7%d9%83', 'الإشتراك') 
=> base_url == https://nissaa.ma/"
https://shoofee.news/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://shoofee.news/about/', 'من نحن'))"
https://shoofee.news/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://alhakika.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.driverslife.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.driverslife.ma/category/essais/contact-express/', 'Contact express'))"
https://www.driverslife.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.alphaspot59.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://www.alphaspot59.com/p/blog-page_25.html', 'من نحن'))"
https://www.alphaspot59.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://nissaa.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://fr.apanews.net/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://fr.apanews.net/)"
https://chariaenews.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://chariaenews.ma/%d9%81%d8%b1%d9%8a%d9%82-%d8%a7%d9%84%d8%b9%d9%85%d9%84/', 'فريق العمل'))"
https://chariaenews.ma/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://sada.ma/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://sada.ma/contact', 'اتصل بنا') 
=> base_url == https://sada.ma/"
https://www.akhbarelnaselyoum.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://www.akhbarelnaselyoum.com/)"
https://lejournal24.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://lejournal24.com/)"
https://www.tahyamasrhura.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.tahyamasrhura.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86)
=> contact_link_inf = ('https://www.tahyamasrhura.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86', 'من نحن'))"
https://www.aeronewsjournal.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto: aeronewsjournal@gmail.com', 'Contact') 
=> base_url == https://www.aeronewsjournal.com/"
https://www.aeronewsjournal.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('mailto: aeronewsjournal@gmail.com', 'Contact') 
=> base_url == https://www.aeronewsjournal.com/"
https://www.morocco24.info/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://almap.press/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://almap.press/%d9%81%d8%b1%d9%8a%d9%82-%d8%a7%d9%84%d8%b9%d9%85%d9%84/', 'فريق العمل'))"
https://almap.press/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://fr.awal24.com/,Error,"==>>> Error : tuple index out of range
=> in scraping_contact() at ContactScraping"
https://www.tahyamasrhura.com/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=>(current_contact_link = https://www.tahyamasrhura.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86)
=> contact_link_inf = ('https://www.tahyamasrhura.com/%d9%85%d9%86-%d9%86%d8%ad%d9%86', 'من نحن'))"
https://alakhbar55.ma/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://alakhbar55.ma/%d9%85%d9%86-%d9%86%d8%ad%d9%86/', 'من نحن'))"
https://fundsmagazine.optionfinance.fr/,Error,"==>>> Error : emails 
=> in extract_contact_information() at ContactProcessing
=> (current_link = https://fundsmagazine.optionfinance.fr/)"
https://www.almezan.news/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'من نحن') 
=> base_url == https://www.almezan.news/"
https://www.almezan.news/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'إتصل بنا') 
=> base_url == https://www.almezan.news/"
https://www.almezan.news/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('/', 'أعلن معنا') 
=> base_url == https://www.almezan.news/"
https://bayan-gate.com/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == None)
=> (contact_link = ('https://bayan-gate.com/about-us/', 'من نحن'))"
https://marsalqatar.qa/,Error,"==>>> Error : tuple index out of range 
=> in for contact_link in contact_links:...
=>(current_url_contact == https://marsalqatar.qa/contact)
=> (contact_link = ('https://marsalqatar.qa/post/54773/تعاون-بين-مكتب-الاتصال-الحكومي', 'تعاون بين مكتب الاتصال الحكومي و""يوتيوب""'))"
https://oujdagalerie.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://twitter.com/OujdaGalerie', 'متابعون') 
=> base_url == https://oujdagalerie.com/"
https://oujdagalerie.com/,Warning,"==>>> Warning : Unable to access contact page => contact_link == ('https://instagram.com/galerieoujda', 'متابعون') 
=> base_url == https://oujdagalerie.com/"
